question,answer,babbage_no_cot,babbage_cot,davinci_no_cot,davinci_cot
"Janice's office is on the third floor, and she has to walk up 3 flights of stairs to get to her office.  In a single day, she goes up the three flights of stairs 5 times, down the the three flights of stairs 3 times, and uses the elevator the remainder of the time.  How many flights of stairs does Janice walk (up and down) in a single day?","Janice walks up 3 flights of stairs 5 times per day, for a total of 3*5 = <<3*5=15>>15 flights of stairs
Janice walks down 3 flights of stairs 3 times per day, for a total of 3*3 = <<3*3=9>>9 flights of stairs
In total, she walks 15+9=<<15+9=24>>24 flights of stairs in a single day
#### 24",A: The answer is 9.,A: Janice walks up 3 flights of stairs. Then she walks down 3 flights of stairs. She then uses the elevator the remainder of the time. So she walks up 3 + 3 = 6 flights of stairs. Then she walks down 3 + 3 = 6 flights of stairs. So she walks up 6 + 6 = 12 flights of stairs. The answer is 12.,A: The answer is 10.,"A: There are 3 flights of stairs. Janice goes up 3 flights 5 times, down 3 flights 3 times, and uses the elevator the rest of the time. 5 + 3 + 1 = 9. The answer is 9."
"Fern is checking IDs to get into an R-rated movie. She denied 20% of the 120 kids from Riverside High, 70% of the 90 kids from West Side High, and half the 50 kids from Mountaintop High. How many kids got into the movie?","First find how many kids from Riverside High are rejected: 20% * 120 kids = <<20*.01*120=24>>24 kids
Then find how many kids from West Side High are rejected: 70% * 90 kids = <<70*.01*90=63>>63 kids
Then find how many kids from Mountaintop High are rejected: 50 kids / 2 = <<50/2=25>>25 kids
Then add the number of kids from each school to find the total number of kids: 120 kids + 90 kids + 50 kids = <<120+90+50=260>>260 kids
Then subtract all the kids who were rejected from the total number of kids to find the number who got in: 260 kids - 24 kids - 63 kids - 25 kids = <<260-24-63-25=148>>148 kids
#### 148",A: The answer is 40.,"A: Fern had 120 kids. 20% of 120 is 24. 70% of 90 is 63. 50% of 50 is 25. So she denied 20% of 120, 70% of 90, and 50% of 50. So she denied 20% of 120, 70% of 90, and 50% of 50. So she denied 20% of 120, 70% of 90, and 50% of 50. So she denied 20% of 120, 70% of 90, and 50% of 50. So she denied 20% of 120, 70% of 90, and 50% of 50. So she denied 20% of 120, 70% of 90, and 50% of 50. So she denied 20% of 120, 70% of 90, and 50% of 50. So she denied 20% of 120, 70% of 90, and 50% of 50. So she denied 20% of 120, 70% of 90, and",A: The answer is 40.,A: Fern denied 20% of 120 kids from Riverside High. 20% of 120 is 20 * 120 / 100 = 24. So she denied 24 kids from Riverside High. She denied 70% of 90 kids from West Side High. 70% of 90 is 70 * 90 / 100 = 63. So she denied 63 kids from West Side High. She denied half the 50 kids from Mountaintop High. Half of 50 is 50 / 2 = 25. So she denied 25 kids from Mountaintop High. The total number of kids she denied is 24 + 63 + 25 = 112. The total number of kids who got into the movie is 120 + 90 + 50 = 260. 260 - 112 = 148. The answer is 148.
Larry spends half an hour twice a day walking and playing with his dog. He also spends a fifth of an hour every day feeding his dog. How many minutes does Larry spend on his dog each day?,"Larry spends 30 * 2 = <<30*2=60>>60 minutes per day walking his dog.
Larry spends 60 / 5 = <<60/5=12>>12 minutes every day feeding his dog.
Larry spends 60 + 12 = <<60+12=72>>72 minutes per day on his dog.
#### 72",A: The answer is 30.,A: Larry spends 1/2 hour twice a day walking and playing with his dog. He also spends a 1/5 of an hour every day feeding his dog. So he spends 1/2 hour twice a day walking and playing with his dog. 1/2 hour twice a day walking and playing with his dog. 1/5 of an hour every day feeding his dog. So he spends 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1/5 of an hour every day feeding his dog. 1,A: The answer is 50.,A: Larry spends half an hour twice a day. That is 2 * 30 = 60 minutes. He spends a fifth of an hour every day feeding his dog. That is 1/5 * 60 = 12 minutes. So he spends 60 + 12 = 72 minutes on his dog each day.
"A cleaning company produces two sanitizer sprays. One spray kills 50% of germs, and another spray kills 25% of germs. However, 5% of the germs they kill are the same ones. What percentage of germs would be left after using both sanitizer sprays together?","After the first spray kills 50% of germs, there will be 100 - 50 = <<100-50=50>>50% left.
The second spray kills 25%, but 5% have already been killed by the 50% spray, so it kills 25 - 5 = <<25-5=20>>20%.
After the second spray kills 20% of the remaining germs, there will be 50 - 20 = <<50-20=30>>30% left.
#### 30",A: The answer is 25.,A: There are 2 sprays. 50% kills 50% of germs. 25% kills 25% of germs. 5% kills 5% of germs. So 50% + 25% + 5% = 75%. The answer is 75%.,A: The answer is 20%.,"A: The first spray kills 50% of germs. The second spray kills 25% of germs. So in total, the first spray kills 50% + 25% = 75% of germs. 5% of the germs they kill are the same ones. So 75% - 5% = 70% of germs are left after using both sprays together."
"Toby is counting goldfish in the local pond. He knows that only 25% of goldfish are at the surface and the rest are too deep below the surface to be able to see. If he counts 15 goldfish, how many are below the surface?","There are 60 goldfish because 15 / .25 = <<15/.25=60>>60
75% of the fish are below the surface because 100 - 25 = <<100-25=75>>75
There are 45 goldfish below the surface because 60 x .75 = <<60*.75=45>>45
#### 45",A: The answer is 9.,A: Toby has 25 goldfish. He knows that 25% of 15 is 3. So he has 25 - 3 = 22 goldfish. The answer is 22.,A: The answer is 45.,"A: Toby knows that only 25% of goldfish are at the surface. So 75% of goldfish are below the surface. 75% of 15 is 15 x 0.75 = 11.25. Since 11.25 is not a whole number, we round it to 12. The answer is 12."
"The owner of a Turkish restaurant wanted to prepare traditional dishes for an upcoming celebration. She ordered ground beef, in four-pound packages, from three different butchers. The following morning, the first butcher delivered 10 packages. A couple of hours later, 7 packages arrived from the second butcher. Finally, the third butcher’s delivery arrived at dusk. If all the ground beef delivered by the three butchers weighed 100 pounds, how many packages did the third butcher deliver?","Since each package weighed 4 pounds, the first butcher delivered 10 * 4 = <<10*4=40>>40 pounds
The second butcher's delivery was 7 * 4 = <<7*4=28>>28 pounds
The first two butchers therefore delivered 40 + 28 = <<40+28=68>>68 pounds
Subtracting that weight from the total weight of ground beef gives 100 - 68 = <<100-68=32>>32 pounds
It therefore means the third butcher delivered 32/4 = <<32/4=8>>8 packages.
#### 8",A: The answer is 5.,"A: The owner of a Turkish restaurant wanted to prepare traditional dishes for an upcoming celebration. She ordered ground beef, in four-pound packages, from three different butchers. The following morning, the first butcher delivered 10 packages. A couple of hours later, 7 packages arrived from the second butcher. Finally, the third butcher’s delivery arrived at dusk. If all the ground beef delivered by the three butchers weighed 100 pounds, then the third butcher delivered 100 - 10 = 90 packages. The answer is 90.",A: The answer is 5.,A: The first butcher delivered 10 packages. The second butcher delivered 7 packages. So the third butcher delivered 100 - 10 - 7 = 83 packages. The answer is 83.
James watched 2 episodes of Jeopardy and 2 episodes of Wheel of Fortune.  Jeopardy is 20 minutes and Wheel of Fortune is twice as long.  How many hours did he watch TV?,"He watched 2*20=<<2*20=40>>40 minutes of Jeopardy.
Wheel of Fortune is 2*20=<<2*20=40>>40 minutes each.
So he watched it for 40*2=<<40*2=80>>80 minutes.
So he watched 40+80=<<40+80=120>>120 minutes of TV.
That means he watched 120/60=<<120/60=2>>2 hours of TV.
#### 2",A: The answer is 10.,A: James watched 2 episodes of Jeopardy and 2 episodes of Wheel of Fortune.  So he watched 20 minutes of Jeopardy and 20 minutes of Wheel of Fortune. 20 minutes of Jeopardy is 20 * 60 = 1200 minutes. 20 minutes of Wheel of Fortune is 20 * 60 * 2 = 1200 minutes. 1200 minutes is 120 * 60 = 7200 minutes. 7200 minutes is 720 * 60 = 43200 minutes. 43200 minutes is 432 * 60 = 26400 minutes. 26400 minutes is 264 * 60 = 162000 minutes. 162000 minutes is 162 * 60 = 9600 minutes. 9600 minutes is 960 * 60 = 57600 minutes. 57600 minutes is 576 * 60 = 360000 minutes. 360000 minutes is 360 * 60 = 216000 minutes. 216000 minutes is 216 * 60 = 132000 minutes. 132000 minutes is 132 * 60 = 8200 minutes. 8200 minutes is 820 * 60 = 5200 minutes,A: The answer is 1 hour and 20 minutes.,A: James watched 2 episodes of Jeopardy and 2 episodes of Wheel of Fortune.  Jeopardy is 20 minutes and Wheel of Fortune is twice as long.  So 2 x 20 = 40 minutes. 40 minutes is 40 / 60 = 2/3 hours. 2/3 hours is 2/3 * 60 = 40 minutes. 40 minutes is 2/3 hours. 2/3 hours is 2/3 * 60 = 40 minutes. 40 minutes is 2/3 hours. 2/3 hours is 2/3 * 60 = 40 minutes. 40 minutes is 2/3 hours. 2/3 hours is 2/3 * 60 = 40 minutes. 40 minutes is 2/3 hours. 2/3 hours is 2/3 * 60 = 40 minutes. 40 minutes is 2/3 hours. 2/3 hours is 2/3 * 60 = 40 minutes. 40 minutes is 2/3 hours. 2/3 hours is 2/3 * 60 = 40 minutes. 40 minutes is
"Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room while Blake can clean his room 4 minutes more quickly than Cory. If they have to clean their rooms twice a week, how many minutes do all three spend cleaning their rooms each week?","Cory takes 22 + 3 = <<22+3=25>>25 minutes to clean her room.
Blake takes 25 - 4 = <<25-4=21>>21 minutes to clean his room.
The three of them can clean their room in 22 + 25 + 21 = <<22+25+21=68>>68 minutes in all.
In a week, they spend 68 x 2 = <<68*2=136>>136 minutes cleaning their rooms.
#### 136",A: The answer is 22.,A: Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room while Blake can clean his room 4 minutes more quickly than Cory. So 22 + 3 + 4 = 31 minutes. 31 minutes is 31 x 4 = 124 minutes. So all three spend 124 minutes cleaning their rooms each week.,A: The answer is 66.,A: Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room. So Cory can clean her room in 22 + 3 = 25 minutes. Blake can clean his room 4 minutes more quickly than Cory. So Blake can clean his room in 25 - 4 = 21 minutes. The total time for all three is 22 + 25 + 21 = 68 minutes. So the total time spent cleaning their rooms each week is 68 minutes.
"Mary has 5 green crayons and 8 blue crayons of different shades. If she gives out 3 green crayons and 1 blue crayon to Becky, how many crayons does she have left?","She had 5+8 = <<5+8=13>>13 crayons to start with
She gave out 3+1 = <<3+1=4>>4 crayons to Becky
She will have 13-4 = <<13-4=9>>9 crayons left
#### 9",A: The answer is 7.,"A: Mary started with 5 green crayons and 8 blue crayons. After giving out 3 green crayons and 1 blue crayon, she has 5 + 8 = 13 crayons. The answer is 13.",A: The answer is 10.,"A: Mary started with 5 green crayons and 8 blue crayons. After giving 3 green crayons and 1 blue crayon to Becky, she had 5 - 3 = 2 green crayons and 8 - 1 = 7 blue crayons. So she had 2 + 7 = 9 crayons. The answer is 9."
Winwin won $50 in a lottery. She paid 20% for the tax and she paid $5 for the processing fee. How much was she able to take home?,"Winwin paid $50 x 20/100 = $<<50*20/100=10>>10 for the tax.
So, she has $50 - $10 = <<50-10=40>>40 after paying the tax.
Therefore, Winwin was able to take home $40 - $5 = $<<40-5=35>>35 after she paid for the processing fee.
#### 35",A: The answer is $45.,A: Winwin had $50 in a lottery. She paid 20% for the tax and she paid $5 for the processing fee. So she had 50 - 20 + 5 = 35 dollars. The answer is 35.,A: The answer is $35.,A: Winwin won $50. She paid 20% for the tax. So 20% of 50 is 0.2 * 50 = 10. So she paid 10 dollars for the tax. She also paid 5 dollars for the processing fee. So she paid 10 + 5 = 15 dollars. So she was able to take home 50 - 15 = 35 dollars.
"In 3 years, Jayden will be half of Ernesto's age. If Ernesto is 11 years old, how many years old is Jayden now?","Ernesto = 11 + 3 = <<11+3=14>>14
Jayden = 14/2 = <<14/2=7>>7 in 3 years
Now = 7 - 3 = <<7-3=4>>4
Jayden is 4 years old.
#### 4",A: The answer is 7.,"A: Jayden started with 11 years. In 3 years, Ernesto will be half of Jayden's age. So 11 * 3 = 33. The answer is 33.",A: The answer is 5.,"A: Ernesto is 11 years old. In 3 years, he will be 11 + 3 = 14 years old. Jayden will be half of Ernesto's age. So Jayden will be 14 / 2 = 7 years old. The answer is 7."
"Angela is a bike messenger in New York. She needs to deliver 8 times as many packages as meals. If she needs to deliver 27 meals and packages combined, how many meals does she deliver?","Let p be the number of packages Angela delivers and m be the number of meals. We know that p + m = 27 and p = 8m.
Substituting the second equation into the first equation, we get 8m + m = 27
Combining like terms, we get 9m = 27
Dividing both sides by 9, we get m = 3
#### 3",A: The answer is 4.,"A: Angela started with 8 times as many packages as meals. If she needs to deliver 27 meals and packages combined, then she needs to deliver 27 * 8 = 216 packages. 216 packages - 27 meals = 189 packages. The answer is 189.",A: The answer is 3.,"A: Angela needs to deliver 27 meals and packages combined. If she needs to deliver 8 times as many packages as meals, then she needs to deliver 8 x 27 = 216 packages. So she needs to deliver 27 - 216 = -189 meals. The answer is -189."
Keiko sent 111 text messages last week. This week she sent 50 less than double what she sent last week. How many text messages did Keiko send last week and this week combined?,"Last week = 111 texts
This week = (2 * 111) - 50 = <<(2*111)-50=172>>172 texts
111 + 172 = <<111+172=283>>283 texts
Keiko sent 283 texts last week and this week combined.
#### 283",A: The answer is 49.,A: Keiko sent 111 text messages last week. This week she sent 50 less than double what she sent last week. So she sent 111 - 50 = 61 text messages last week. The answer is 61.,A: The answer is 161.,A: Keiko sent 111 text messages last week. This week she sent 50 less than double what she sent last week. So double what she sent last week is 111 + 50 = 161. 50 less than double what she sent last week is 161 - 50 = 111. So she sent 111 text messages last week and 111 this week combined. The answer is 111 + 111 = 222.
A one-year subscription to a newspaper is offered with a 45% discount. How much does the discounted subscription cost if a subscription normally costs $80?,"We calculate first the discount: 80 * 45 / 100 = $<<80*45/100=36>>36
So, the discounted subscription amounts to 80 – 36 = $<<80-36=44>>44
#### 44",A: The answer is $36.,A: There are 1 year subscriptions. 45% discount is 1/2 * 1/2 = 1/4. So the discounted subscription cost is 1/4 * 80 = $32. The answer is 32.,A: The answer is $44.,A: A one-year subscription is offered with a 45% discount. This means that the subscription costs 55% of the original price. 55% of $80 is 0.55 * 80 = 44. The answer is 44.
Tim's cat bit him.  He decided to get himself and the cat checked out.  His doctor's visits $300 and insurance covered 75%.  His cat's visit cost $120 and his pet insurance covered $60.  How much did he pay?,"The insurance covers 300*.75=$<<300*.75=225>>225
So he had to pay 300-225=$<<300-225=75>>75
The cats visit cost 120-60=$<<120-60=60>>60
So in total he paid 75+60=$<<75+60=135>>135
#### 135",A: The answer is $240.,A: Tim had to pay $300 for the doctor's visits. His insurance covered $75. So he paid $75 + $75 = $150. His cat's visit cost $120. His pet insurance covered $60. So he paid $60 + $60 = $120. The answer is $120.,A: The answer is $90.,A: Tim's cat bit him.  He decided to get himself and the cat checked out.  His doctor's visits $300 and insurance covered 75%.  His cat's visit cost $120 and his pet insurance covered $60.  How much did he pay?
"Ariella has $200 more in her son's saving account than Daniella has in her son's savings account. Ariella's account earns her simple interest at the rate of 10% per annum. If Daniella has $400, how much money will Arialla have after two years?","If Ariella has $200 more in her son's saving account than Daniella has, then she has $400 + $200 = $600
If she earns an interest of 10% in the first year, her savings account increases by 10/100 * $600 = $<<10/100*600=60>>60
In the second year, she earns the same amount of interest, which $60 + $60 = $<<60+60=120>>120
The total amount of money in Ariella's account after two years is $600 + $120 = $<<600+120=720>>720
#### 720",A: The answer is $400.,A: Ariella has 200 more in her son's saving account than Daniella has in her son's savings account. So Ariella has 200 - 400 = 200. Daniella has 400 - 200 = 200. So Daniella will have 200 - 200 = 0. The answer is 0.,A: The answer is $720.,"A: Ariella has 200 dollars more than Daniella. So she has 400 + 200 = 600 dollars. The interest rate is 10%. So after 2 years, she will have 600 * 10% * 2 = 1200 dollars. The answer is 1200."
"Colby harvested his mango trees, the total mangoes he harvested is 60 kilograms. He sold 20 kilograms to the market and sold the remaining half to his community. If each kilogram contains 8 mangoes, how many mangoes does he still have?","He has 60-20= <<60-20=40>>40 kilograms of mangoes left after selling them to the market.
Colby sold 1/2 x 40 = <<1/2*40=20>>20 kilograms of mangoes to the community.
Therefore, Colby still has 20x8= <<20*8=160>>160 pieces of mangoes.
#### 160",A: The answer is 12.,A: Colby harvested 60 kilograms. He sold 20 kilograms to the market and sold the remaining half to his community. So he has 60 - 20 = 40 kilograms left. 40 - 20 = 20 mangoes. The answer is 20.,A: The answer is 32.,A: Colby harvested 60 kilograms of mangoes. He sold 20 kilograms to the market. He sold the remaining half to his community. So he sold 20 + 1/2 * 60 = 30 + 30 = 60 kilograms. 60 kilograms contains 8 mangoes each. So he has 60 / 8 = 7.5 mangoes. The answer is 7.
"George bought some food for his trip: a bottle of juice, a sandwich, and a bottle of milk. The sandwich was for $4, and the juice was two times more expensive. The bottle of milk cost was 75% of the total cost of the sandwich and juice. How much did George pay for his food?","The juice was two times more expensive than the sandwich, so it was 4 * 2 = $<<2*4=8>>8.
The juice and the sandwich in total were a cost of 4 + 8 = $<<4+8=12>>12.
So the cost of one bottle of milk was 75/100 * 12 = $<<75/100*12=9>>9.
In total for all the food, George paid 12 + 9 = $<<12+9=21>>21.
#### 21",A: The answer is $10.,A: George bought 4 sandwiches and 2 bottles of juice. The total cost of the food was 4 x 4 = 16 dollars. The juice was 2 x 2 = 4 dollars. The total cost of the food was 16 + 4 = 20 dollars. So he paid 20 - 16 = 4 dollars for his food. The answer is 4.,A: The answer is $7.50.,A: Let the cost of the sandwich be x. Then the cost of the juice is 2x. The cost of the milk is 0.75x. The total cost is x + 2x + 0.75x = 3.75x. The cost of the sandwich and juice is 4 + 2x. The cost of the milk is 0.75x. The total cost is 4 + 2x + 0.75x = 3.75x. The cost of the sandwich and juice is 4 + 2x. The cost of the milk is 0.75x. The total cost is 3.75x. So 3.75x = 4 + 2x. 3.75x - 2x = 4. 1.75x = 4. x = 4 / 1.75 = 2.29. The cost of the sandwich is 2.29 dollars. The cost of the juice is 2 * 2.29 = 4.58 dollars. The cost of the milk is 0.75 * 2.29 = 1.71 dollars. The total cost is 2.29
"A young girl pours 23 blue beads and 16 yellow beads into a bowl. She divides the total into 3 equal parts, removes some beads from each part, and doubles the rest to have 6 beads in each part now. How many beads were removed from each part?","There are 23+16=<<23+16=39>>39 beads in the bowl
Dividing them into 3 equal parts give 39/3=<<39/3=13>>13 beads each
Before doubling the number of beads, she had 6/2=<<6/2=3>>3 beads left in each part.
Therefore she had removed 13-3=<<13-3=10>>10 beads from each part.
#### 10",A: The answer is 9.,A: There are 23 blue beads. 16 yellow beads. 6 beads in total. So there are 23 - 16 + 6 = 29 beads. The answer is 29.,A: The answer is 2.,A: The girl started with 23 blue beads and 16 yellow beads. She divided the total into 3 equal parts. So each part has 23 + 16 = 39 beads. She removed some beads from each part. So the total number of beads in each part must be 39 - x. She doubled the rest of the beads. So the total number of beads in each part must be 2(39 - x) = 78 - 2x. She has 6 beads in each part now. So 78 - 2x = 6x. 78 - 2x = 6x. 78 = 8x. x = 78/8 = 9.5. So she removed 9 beads from each part. The answer is 9.
Jerome is taking a 150-mile bicycle trip. He wants to ride 12 miles for 12 days. How long will he ride on the 13th day to finish his goal?,"Jerome rides a total of 12 x 12 = <<12*12=144>>144 miles in 12 days.
So, he will ride 150 - 144 = <<150-144=6>>6 miles on the 13th day to finish his goal.
#### 6",A: The answer is 10 days.,A: Jerome started with 150 miles. He will ride 12 miles each day for 12 days. So he will ride 12 * 12 = 144 miles. Then he will ride 12 * 12 = 144 miles. So he will ride 144 - 144 = 0 miles. The answer is 0.,A: The answer is 18.,A: Jerome is taking a 150-mile bicycle trip. He wants to ride 12 miles for 12 days. So he will ride 12 x 12 = 144 miles. He will ride 150 - 144 = 6 miles on the 13th day. The answer is 6.
"At Mario's barbershop haircuts are 50% more expensive during the weekends. If Mario paid $18 for his last haircut on Monday, how much he would have paid the day before?","Mario's $18 cut on Monday would have been 50% more expensive on Sunday or $18*50% = $<<18*50*.01=9>>9 more expensive
That means he would have paid $9 more on Sunday than what he paid ($18) on Monday or $9+$18 = $<<9+18=27>>27
#### 27",A: The answer is $36.,A: Mario started with 18 dollars. 50% more is 18/0.5 = 36 dollars. So he would have paid 36 - 18 = 18 dollars. The answer is 18.,A: The answer is $12.,"A: On Monday, Mario paid 18 dollars. On the weekend, haircuts are 50% more expensive. So 50% of 18 is 9. 18 + 9 = 27. The answer is 27."
John throws a block party and splits the cost with 3 other people.  They buy 100 pounds of burgers at $3 per pound.  They also buy $80 of condiments and propane to cook everything.  John also buys all the alcohol which costs $200. How much did John spend altogether,"He splits the cost 3+1=<<3+1=4>>4 ways
100 pounds of burgers at $3 per pound makes 100*3=$<<100*3=300>>300
In addition to $80 for condiments and propane the total cost was 300+80=$<<300+80=380>>380
That means each of them paid 380/4=$<<380/4=95>>95
Then adding in the cost of alcohol, John spent 200+95=$<<200+95=295>>295
#### 295",A: The answer is 180.,A: John has 100 pounds of burgers. 80 pounds of condiments and propane. 100 pounds of burgers + 80 pounds of condiments + 100 pounds of propane = 280 pounds. 280 pounds - 100 pounds = 180 pounds. 180 pounds - 80 pounds = 100 pounds. 100 pounds of burgers + 80 pounds of condiments + 100 pounds of propane = 280 pounds. 280 pounds - 100 pounds = 180 pounds. 180 pounds - 100 pounds = 80 pounds. 80 pounds of condiments + 100 pounds of propane = 180 pounds. 180 pounds - 80 pounds = 100 pounds. 100 pounds of burgers + 80 pounds of condiments + 100 pounds of propane = 280 pounds. 280 pounds - 100 pounds = 180 pounds. 180 pounds - 100 pounds = 80 pounds. 80 pounds of condiments + 100 pounds of propane = 180 pounds. 180 pounds - 80 pounds = 100 pounds. 100 pounds of burgers + 80 pounds of condiments + 100 pounds of propane = 280 pounds. 280 pounds - 100 pounds = 180 pounds. 180 pounds,A: The answer is $433.,A: John spent $3 per pound for 100 pounds of burgers. So he spent 3 x 100 = 300 dollars. He spent $80 on condiments and propane. He spent $200 on alcohol. So he spent 300 + 80 + 200 = 580 dollars.
The town’s annual budget totals $32 million. If half of the budget goes towards policing and $12 million goes towards education. How much money is left for managing public spaces?,"The annual budget for policing is 32 / 2 = $<<32/2=16>>16 million.
The combined budget for education and policing is 16 + 12 = $<<16+12=28>>28 million.
There is 32 - 28 = $<<32-28=4>>4 million to manage public spaces.
#### 4",A: The answer is $6 million.,"A: There are 32 million dollars in the budget. If half of it is spent on policing, then that is 16 million dollars. 16 million dollars - 12 million dollars = 4 million dollars. The answer is 4 million dollars.",A: The answer is $8 million.,A: The town's annual budget totals 32 million dollars. Half of that is 32 / 2 = 16 million. 12 million goes towards education. That leaves 16 - 12 = 4 million for managing public spaces.
"Daniel has a collection of 346 video games. 80 of them, Daniel bought for $12 each. Of the rest, 50% were bought for $7. All others had a price of $3 each. How much did Daniel spend on all the games in his collection?","On 80 games, Daniel spend 80 games * $12/game = $<<80*12=960>>960.
The rest of the collection is 346 games - 80 games = <<346-80=266>>266 games.
50% of these games means 50/100 * 266 games = <<50/100*266=133>>133 games.
Daniel bought them for $7 each, so he had to spend 133 games * $7/game = $<<133*7=931>>931 on them.
The other 133 games were bought for $3 each, so they've cost him 133 games * $3/game = $<<133*3=399>>399.
On all games in total Daniel spent $960 + $931 + $399 = $<<960+931+399=2290>>2290.
#### 2290","A: The answer is $1,850.",A: Daniel started with 346 video games. 80 of them were bought for $12 each. 50% of the rest were bought for $7 each. So 80 x 7 = 560 dollars. 80 - 560 is 290 dollars. 290 - 12 is 278 dollars. The answer is 278 dollars.,"A: The answer is $2,412.",A: Daniel had 346 video games. 80 of them were bought for 12 dollars each. 80 x 12 = 960. The rest of the games were bought for 7 dollars each. 50% of the rest are 50% of 346. 346 / 2 = 173. So 173 x 7 = 1201. The rest of the games were bought for 3 dollars each. 346 - 960 - 1201 = 85. So Daniel spent 960 + 1201 + 85 = 2256 dollars on all the games in his collection.
James joins a football team and becomes the star.  He scores 4 touchdowns per game and each touchdown is worth 6 points.  There are 15 games in the season.  He also manages to score 2 point conversions 6 times during the season.  The old record was 300 points during the season.  How many points did James beat the old record by?,"He scored 4*6=<<4*6=24>>24 points per game
So he scored 15*24=<<15*24=360>>360 points from touchdowns
He also scored 2*6=<<2*6=12>>12 points from the 2 point conversions
So he scored a total of 360+12=<<360+12=372>>372 points
That means he beat the old record by 372-300=<<372-300=72>>72 points
#### 72",A: The answer is 300.,A: James started with 4 touchdowns per game. He scored 6 touchdowns during the season. So he scored 6 * 4 = 24 points. Then he scored 2 point conversions 6 times. So he scored 6 * 2 = 12 points. So he scored 300 points during the season. The old record was 300 points. So James scored 300 - 12 = 288 points. The answer is 288.,A: The answer is 18.,"A: James scored 4 touchdowns per game. So in 15 games, he scored 4 x 15 = 60 touchdowns. Each touchdown is worth 6 points. So 60 x 6 = 360 points. James also scored 2 point conversions 6 times during the season. So that is 6 x 2 = 12 points. So in total, James scored 360 + 12 = 372 points. The old record was 300 points. So James beat the old record by 372 - 300 = 72 points."
On Monday Buddy has 30 baseball cards. On Tuesday Buddy loses half of them. On Wednesday Buddy buys 12 baseball cards. On Thursday he buys a third of what he had on Tuesday. How many baseball cards does he have on Thursday?,"On Tuesday Buddy has 30/2 = <<30/2=15>>15 baseball cards.
On Wednesday Buddy has 15+12 = <<15+12=27>>27 baseball cards.
On Thursday Buddy buys 15/3 = <<15/3=5>>5 baseball cards.
On Thursday Buddy has a total of 27+5 = <<27+5=32>>32 baseball cards.
#### 32",A: The answer is 18.,A: Buddy started with 30 baseball cards. On Monday he lost half of them. On Tuesday he lost half of them. So he lost 30 - 15 = 15. On Wednesday he bought 12 baseball cards. On Thursday he bought 3 of them. So he bought 12 - 3 = 9. The answer is 9.,A: The answer is 24.,A: Buddy started with 30 baseball cards. On Tuesday he lost half of them. So he had 30 / 2 = 15. On Wednesday he bought 12 more. So he had 15 + 12 = 27. On Thursday he bought a third of what he had on Tuesday. So he bought 27 / 3 = 9. The answer is 9.
"Manex is a tour bus driver. He has to drive 55 miles to the destination and drive going back to the starting point on a different way that is 10 miles farther. If he can drive 1 mile for 2 minutes and stayed 2 hours at the destination, how long will it take the bus driver to do the entire tour in hours?","The bus traveled 55 + 10 = <<55+10=65>>65 miles going back to the starting point.
So, the bus traveled a total of 55 + 65 = <<55+65=120>>120 miles.
It took 120 x 2 = <<120*2=240>>240 minutes to travel.
Since there are 60 minutes in 1 hour, then the bus traveled for 240/60 = <<240/60=4>>4 hours.
Therefore, the entire tour took 4 + 2 = <<4+2=6>>6 hours.
#### 6",A: The answer is 2 hours and 45 minutes.,"A: Manex starts at 55 miles away from the starting point. He has to drive 55 miles to the destination and drive going back to the starting point on a different way that is 10 miles farther. If he can drive 1 mile for 2 minutes and stayed 2 hours at the destination, then he can drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to drive 55 miles for 2 minutes and stay 2 hours at the destination. So he has to",A: The answer is 2.5.,"A: The bus driver has to drive 55 miles to the destination and drive going back to the starting point on a different way that is 10 miles farther. So in total, he has to drive 55 + 10 = 65 miles. He can drive 1 mile for 2 minutes. So in 1 hour, he can drive 60 minutes x 1 mile = 60 miles. So in 65 miles, he can drive 65 miles / 60 miles = 1.0833 hours. The answer is 1.0833 hours."
